City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
530,Noumea,-22.2763,166.4572,78.01,99,14,18.23,NC,2021-07-30 01:40:26,few clouds
531,Finnsnes,69.2296,17.9811,48.16,79,100,4.23,NO,2021-07-30 01:40:27,overcast clouds
532,Inirida,3.8653,-67.9239,76.39,78,73,0.78,CO,2021-07-30 01:40:27,broken clouds
533,Baghdad,33.3406,44.4009,89.51,31,0,10.36,IQ,2021-07-30 01:40:27,clear sky
534,Astoria,46.1879,-123.8313,92.01,72,1,23.02,US,2021-07-30 01:40:28,clear sky
535,Buzmeyin,38.0507,58.2056,80.33,57,75,4.61,TM,2021-07-30 01:40:28,broken clouds
536,Tonota,-21.4833,27.4833,50.92,43,0,5.21,BW,2021-07-30 01:40:28,clear sky
537,Kieta,-6.2167,155.6333,85.17,69,27,5.53,PG,2021-07-30 01:40:29,scattered clouds
538,Omsukchan,62.5333,155.8,36.9,90,100,10.27,RU,2021-07-30 01:40:29,light rain
539,Businga,3.3333,20.8833,71.71,82,67,1.3,CD,2021-07-30 01:40:29,broken clouds
540,Besikduzu,41.052,39.2284,75.09,79,5,8.1,TR,2021-07-30 01:40:30,clear sky
541,Aljustrel,37.8776,-8.1652,60.67,80,0,7.07,PT,2021-07-30 01:40:30,clear sky
542,Talcahuano,-36.7167,-73.1167,49.68,93,90,2.3,CL,2021-07-30 01:40:31,overcast clouds
543,Kobyzhcha,50.8285,31.5044,69.71,97,10,7.61,UA,2021-07-30 01:40:31,clear sky
544,Peoria,40.7667,-89.7668,82.67,71,1,3.44,US,2021-07-30 01:29:40,clear sky
545,Acari,-15.4311,-74.6158,65.16,74,51,4.05,PE,2021-07-30 01:40:31,broken clouds
546,Atocha,-20.9333,-66.2333,38.7,20,45,27.87,BO,2021-07-30 01:40:32,scattered clouds
547,Kharp,66.8014,65.8081,47.77,92,100,12.86,RU,2021-07-30 01:40:32,light rain
548,Ballina,-28.8667,153.5667,64.78,39,0,8.05,AU,2021-07-30 01:40:33,clear sky
549,College,64.8569,-147.8028,70.0,60,75,0.0,US,2021-07-30 01:37:45,broken clouds
550,Evensk,61.95,159.2333,52.75,53,99,9.37,RU,2021-07-30 01:40:33,overcast clouds
551,Luau,-10.7073,22.2247,55.63,34,0,5.44,AO,2021-07-30 01:40:33,clear sky
552,Kirkuk,35.4681,44.3922,87.8,36,0,15.93,IQ,2021-07-30 01:40:34,clear sky
553,Fairbanks,64.8378,-147.7164,71.1,60,90,4.61,US,2021-07-30 01:40:01,overcast clouds
554,Chor,25.5167,69.7667,82.69,77,100,21.18,PK,2021-07-30 01:40:35,overcast clouds
555,Mookane,-23.688,26.6595,51.1,34,0,6.46,BW,2021-07-30 01:40:36,clear sky
556,Amzya,56.2354,54.3868,61.09,91,99,8.52,RU,2021-07-30 01:40:36,overcast clouds
557,Sawtell,-30.3833,153.1,68.02,47,0,6.91,AU,2021-07-30 01:40:37,clear sky
